Subcategory,CategoryName,Priority,Url
Vehicle Parts & Accessories - Motors,Car Exterior & Body Parts - Vehicle Parts & Accessories,3,https://www.ebay.co.uk/sch/14768/i.html?_fsrp=1
Vehicle Parts & Accessories - Motors,Car Interior Parts & Furnishings - Vehicle Parts & Accessories,3,https://www.ebay.co.uk/sch/23022/i.html?_fsrp=1
Vehicle Parts & Accessories - Motors,Car Parts - Vehicle Parts & Accessories,3,http://www.ebay.co.uk/rpp/car-parts
Jewellery & Watches - Fashion,Loose Beads - Jewellery & Watches,4,https://www.ebay.co.uk/b/Loose-Beads/179264/bn_1630869
Appliances - Home & Garden,"Coffee, Tea & Espresso Making - Appliances",4,https://www.ebay.co.uk/b/Coffee-Tea-Espresso-Making-Parts-Accessories/38250/bn_2316552
Appliances - Home & Garden,"Cookers, Ovens & Hobs - Appliances",4,https://www.ebay.co.uk/b/Cookers-Ovens-Hobs/43563/bn_2316718
Appliances - Home & Garden,Cooking & Steaming - Appliances,4,https://www.ebay.co.uk/b/Food-Cookers-Steamers/20672/bn_3209677
Appliances - Home & Garden,Dishwashers - Appliances,4,https://www.ebay.co.uk/b/Dishwashers/116023/bn_2314444
Appliances - Home & Garden,Food Processers - Appliances,4,https://www.ebay.co.uk/b/Food-Processors/20673/bn_3255867
Appliances - Home & Garden,Ice Cream Makers - Appliances,4,https://www.ebay.co.uk/b/Ice-Cream-Makers/20676/bn_3253165
Appliances - Home & Garden,Ironing & Vacuuming - Appliances,4,https://www.ebay.co.uk/b/Ironing-Vacuuming-Equipment-Parts-Accessories/45733/bn_2316757
Appliances - Home & Garden,Juicers & Presses - Appliances,4,https://www.ebay.co.uk/b/Juicers-Presses/20677/bn_3267520
Appliances - Home & Garden,Microwaves - Appliances,4,https://www.ebay.co.uk/b/Microwaves/150140/bn_3352771
Appliances - Home & Garden,Small Kitchen Appliances - Appliances,4,https://www.ebay.co.uk/b/Small-Kitchen-Appliances/20667/bn_2316029
Appliances - Home & Garden,Stand Mixers - Appliances,4,https://www.ebay.co.uk/b/Stand-Mixers/133701/bn_3183419
Appliances - Home & Garden,Toasters - Appliances,4,https://www.ebay.co.uk/b/Toasters/77285/bn_3274769
Appliances - Home & Garden,Water Filters - Appliances,4,https://www.ebay.co.uk/b/Water-Filters/20684/bn_3243584
Bath - Home & Garden,Bath Mats - Bath,4,https://www.ebay.co.uk/b/Bath-Mats/133696/bn_821851
Bath - Home & Garden,Mirrors - Bath,4,https://www.ebay.co.uk/b/Bathroom-Mirrors/133693/bn_821819
Bath - Home & Garden,Non-Slip Mats & Stickers - Bath,4,https://www.ebay.co.uk/b/Non-Slip-Bath-Mats-Stickers/66722/bn_821822
Bath - Home & Garden,Shower Curtain Hooks - Bath,4,https://www.ebay.co.uk/b/Shower-Curtain-Hooks/32874/bn_821962
Bath - Home & Garden,Shower Curtain Rails - Bath,4,https://www.ebay.co.uk/b/Shower-Curtain-Rails/168132/bn_1629636
Bath - Home & Garden,Shower Curtains - Bath,4,https://www.ebay.co.uk/b/Shower-Curtains/20441/bn_821853
Bath - Home & Garden,Shower Enclosure & Unit Sets - Bath,4,https://www.ebay.co.uk/b/Shower-Enclosure-Unit-Sets/147151/bn_1632817
Bath - Home & Garden,Soap Dishes & Dispensers - Bath,4,https://www.ebay.co.uk/b/Bathroom-Soap-Dishes-Dispensers/25451/bn_821821
Bath - Home & Garden,Taps - Bath,4,https://www.ebay.co.uk/b/Bathroom-Taps/42347/bn_1636179
Bath - Home & Garden,Toilet Brushes & Holders - Bath,4,https://www.ebay.co.uk/b/Toilet-Brushes-Holders/66723/bn_822080
Bath - Home & Garden,Toilet Roll Holers - Bath,4,https://www.ebay.co.uk/b/Toilet-Roll-Holders/32876/bn_1633241
Bath - Home & Garden,Toilet Seats - Bath,4,https://www.ebay.co.uk/b/Toilet-Seats/37637/bn_1623558
Bath - Home & Garden,Toilets & Bidets - Bath,4,https://www.ebay.co.uk/b/Toilets-Bidets/122755/bn_1630463
Bath - Home & Garden,Toothbrush Holders - Bath,4,https://www.ebay.co.uk/b/Toothbrush-Holders/25453/bn_822078
Bath - Home & Garden,Towel Rails - Bath,4,https://www.ebay.co.uk/b/Towel-Rails/20442/bn_1629905
Bath - Home & Garden,Towels - Bath,4,https://www.ebay.co.uk/b/Bath-Towels/40587/bn_822079
Celebrations & Occasions - Home & Garden,Cards & Stationery - Celebrations & Occasions,4,https://www.ebay.co.uk/b/Cards-Stationery-for-Celebrations-Occasions/170098/bn_818581
Celebrations & Occasions - Home & Garden,Memorials & Funerals - Celebrations & Occasions,4,https://www.ebay.co.uk/b/Memorials-Funerals/88739/bn_818604
Celebrations & Occasions - Home & Garden,Other Celebration & Occasions - Celebrations & Occasions,4,https://www.ebay.co.uk/b/Other-Celebrations-Occasions/170115/bn_1635095
Crafts - Home & Garden,Beads - Crafts,4,https://www.ebay.co.uk/b/Craft-Beads/146290/bn_1839679
Crafts - Home & Garden,Cake Decorating - Crafts,4,https://www.ebay.co.uk/b/Other-Cake-Decorations-Cake-Toppers/183350/bn_1842047
Crafts - Home & Garden,Candle & Soap Making - Crafts,4,https://www.ebay.co.uk/b/Candle-Soap-Making/3089/bn_1839101
Crafts - Home & Garden,Ceramic & Pottery Making - Crafts,4,https://www.ebay.co.uk/b/Other-Sculpting-Moulding-Ceramics-Craft-Supplies/183319/bn_1839879
Crafts - Home & Garden,Children's Crafts - Crafts,4,https://www.ebay.co.uk/b/Childrens-Crafts/28145/bn_1839324
Crafts - Home & Garden,Cross Stitch - Crafts,4,https://www.ebay.co.uk/b/Embroidery-Cross-Stitch-Supplies/28141/bn_1841447
Crafts - Home & Garden,Embroidery - Crafts,4,https://www.ebay.co.uk/b/Tapestry-and-Needlepoint/28141/bn_1841447
Crafts - Home & Garden,Fabric - Crafts,4,https://www.ebay.co.uk/b/Fabrics/28162/bn_1841085
Crafts - Home & Garden,Floral Supplies - Crafts,4,https://www.ebay.co.uk/b/Floral-Craft-Supplies/3097/bn_1839729
Crafts - Home & Garden,Framing / Matting - Crafts,4,https://www.ebay.co.uk/b/Craft-Framing-Matting/11786/bn_1841699
Crafts - Home & Garden,Glass Art Supplies - Crafts,4,https://www.ebay.co.uk/b/Glass-Art-Supplies/3099/bn_1838680
Crafts - Home & Garden,Hand-Crafted Items - Crafts,4,https://www.ebay.co.uk/b/Hand-Crafted-Items/57738/bn_1838618
Crafts - Home & Garden,Jewellery Making - Crafts,4,https://www.ebay.co.uk/b/Other-Beads-Jewellery-Making-Supplies/31726/bn_1839783
Crafts - Home & Garden,Lacemaking - Crafts,4,https://www.ebay.co.uk/b/Other-Tatting-Lacemaking-Supplies/134590/bn_1839681
Crafts - Home & Garden,Latch-Hook / Rug-Making - Crafts,4,https://www.ebay.co.uk/b/Other-Latch-Hooking-Supplies/28150/bn_1838177
Crafts - Home & Garden,Leathercraft - Crafts,4,https://www.ebay.co.uk/b/Other-Leathercraft-Accessories/160670/bn_1838179
Crafts - Home & Garden,Mosaic - Crafts,4,https://www.ebay.co.uk/b/Mosaic-Supplies/11787/bn_1838169
Crafts - Home & Garden,"Painting, Drawing & Art - Crafts",4,https://www.ebay.co.uk/b/Art-Supplies/11783/bn_1838891
Crafts - Home & Garden,Paper Crafts / Origami - Crafts,4,https://www.ebay.co.uk/b/Other-Paper-Craft-Supplies/183243/bn_1842009
Crafts - Home & Garden,Quilting - Crafts,4,https://www.ebay.co.uk/b/Quilting-Tools-Supplies/180930/bn_7204970
Crafts - Home & Garden,Rubber Stamping - Crafts,4,https://www.ebay.co.uk/b/Rubber-Stamps/3122/bn_1839150
Crafts - Home & Garden,Tapestry & Needlepoint - Crafts,4,https://www.ebay.co.uk/b/Embroidery-Cross-Stitch-Supplies/28141/bn_1841447
Crafts - Home & Garden,Woodworking - Crafts,4,https://www.ebay.co.uk/b/Other-Craft-Woodworking-Supplies/183161/bn_1842003
DIY & Home Improvement - Home & Garden,Electrical Fittings - DIY & Home Improvement,4,https://www.ebay.co.uk/b/DIY-Electrical-Fittings/57215/bn_2316971
Furniture & Homeware - Home & Garden,Lighting - Furniture & Homeware,4,https://www.ebay.co.uk/b/Home-Lighting/20697/bn_818588
Furniture & Homeware - Home & Garden,Mirrors - Furniture & Homeware,4,https://www.ebay.co.uk/b/Decorative-Mirrors/20580/bn_2316015
Garden - Home & Garden,Plants / Seeds / Bulbs - Garden,4,https://www.ebay.co.uk/b/Plants-Seeds-Bulbs/181003/bn_7204995
Garden - Home & Garden,Pots/Window Boxes/Baskets - Garden,4,https://www.ebay.co.uk/b/Flower-Plant-Pots-Baskets-Window-Boxes/20518/bn_7204930
More in Home & Garden,Fireplaces & Accessories - More in Home & Garden,4,https://www.ebay.co.uk/b/Fireplaces-Accessories/38219/bn_1841713
More in Home & Garden,"Heating, Cooling & Air - More in Home & Garden",4,https://www.ebay.co.uk/b/Heating-Cooling-Air/41986/bn_1839695
More in Home & Garden,Kitchen Plumbing & Fittings - More in Home & Garden,4,https://www.ebay.co.uk/b/Kitchen-Plumbing-Fittings/177073/bn_1842006
More in Home & Garden,Lighting - More in Home & Garden,4,https://www.ebay.co.uk/b/Home-Lighting/20697/bn_818588
"Computers, Tablets & Networks - Electronics","Monitors, Projectors & Accessories - Computers, Tablets & Networks",4,https://www.ebay.co.uk/b/Computer-Monitors-Projectors-Accessories/162497/bn_1632150
"Computers, Tablets & Networks - Electronics","Other Computers & Networking - Computers, Tablets & Networks",4,https://www.ebay.co.uk/b/Other-Computers-Tablets-Networking/162/bn_1841725
"Computers, Tablets & Networks - Electronics","Power Protection & Distribution - Computers, Tablets & Networks",4,https://www.ebay.co.uk/b/Computer-Power-Protection-Distribution/86722/bn_1630871
"Computers, Tablets & Networks - Electronics","Printers, Scanners & Supplies - Computers, Tablets & Networks",4,https://www.ebay.co.uk/b/Computer-Printers-Scanners-Supplies/171961/bn_450772
"Everything else - Sports, Hobbies & Leisure","DVDS, Films & TV - Everything else",4,https://www.ebay.co.uk/b/DVDs-Films-TV-Wholesale-Job-Lots/31606/bn_1841068
"Everything else - Sports, Hobbies & Leisure",Mixed Lots - Everything else,4,https://www.ebay.co.uk/b/Mixed-Wholesale-Job-Lots/48461/bn_1841482
"Everything else - Sports, Hobbies & Leisure",Musical Instruments - Everything else,4,https://www.ebay.co.uk/b/Musical-Instruments-Wholesale-Job-Lots/52555/bn_1840065
"Everything else - Sports, Hobbies & Leisure",Sporting Goods - Everything else,4,https://www.ebay.co.uk/b/Sporting-Goods-Wholesale-Job-Lots/26423/bn_1838802
"Everything else - Sports, Hobbies & Leisure",Tickets & Travel - Everything else,4,https://www.ebay.co.uk/b/Tickets-Travel-Wholesale-Job-Lots/90951/bn_1839167
"Everything else - Sports, Hobbies & Leisure",Wholesale Job Lots - Everything else,4,https://www.ebay.co.uk/b/Other-Wholesale-Job-Lots/56384/bn_1839724
"Sporting Goods - Sports, Hobbies & Leisure",Windsurfing - Sporting Goods,4,https://www.ebay.co.uk/b/Windsurfing/117165/bn_1838488
Art - Collectibles & Art,Drawings - Art,4,https://www.ebay.co.uk/b/Art-Drawings/552/bn_2316942
Art - Collectibles & Art,Folk Art - Art,4,https://www.ebay.co.uk/b/Folk-Art/357/bn_1841712
Art - Collectibles & Art,Mixed Media - Art,4,https://www.ebay.co.uk/b/Mixed-Media-Arts/554/bn_1839626
Art - Collectibles & Art,New Media - Art,4,https://www.ebay.co.uk/b/Other-Art/20158/bn_2314575
Art - Collectibles & Art,Other Art - Art,4,https://www.ebay.co.uk/b/Other-Art-Direct-from-the-Artist/20158/bn_2314575
"Medical, Mobility & Disability - Health & Beauty","Daily Living Aids - Medical, Mobility & Disability",4,https://www.ebay.co.uk/b/Daily-Living-Aids/182118/bn_16568063
"Medical, Mobility & Disability - Health & Beauty","Hearing Assistance - Medical, Mobility & Disability",4,https://www.ebay.co.uk/b/Hearing-Assistance-Supplies/37821/bn_780228
"Medical, Mobility & Disability - Health & Beauty","Incontinence Aids - Medical, Mobility & Disability",4,https://www.ebay.co.uk/b/Incontinence-Aids/36440/bn_773645
"Medical, Mobility & Disability - Health & Beauty","Inhalers & Nebulisers - Medical, Mobility & Disability",4,https://www.ebay.co.uk/b/Inhalers-Nebulisers/155667/bn_7204529
"Medical, Mobility & Disability - Health & Beauty","Mobility Furniture & Fixtures - Medical, Mobility & Disability",4,https://www.ebay.co.uk/b/Mobility-Furniture-Fixtures/182113/bn_16569261
"Medical, Mobility & Disability - Health & Beauty","Mobility/Walking Equipment - Medical, Mobility & Disability",4,https://www.ebay.co.uk/b/Mobility-Walking-Equipment/28175/bn_2605112
"Medical, Mobility & Disability - Health & Beauty","Monitoring & Testing - Medical, Mobility & Disability",4,https://www.ebay.co.uk/b/Medical-Monitoring-Testing-Kits/30115/bn_16569138
"Medical, Mobility & Disability - Health & Beauty","Orthopaedics & Supports - Medical, Mobility & Disability",4,https://www.ebay.co.uk/b/Orthopaedic-Products-Supports/182132/bn_16569366
"Medical, Mobility & Disability - Health & Beauty","Other Mobilit - Medical, Mobility & Disability",4,https://www.ebay.co.uk/b/Other-Mobility-Disability-Medical-Equipment/3193/bn_1633829
"Medical, Mobility & Disability - Health & Beauty","Pill Holders and Boxes - Medical, Mobility & Disability",4,https://www.ebay.co.uk/b/Pill-Boxes-Pill-Cases/75041/bn_1676503
Motorcycle Parts & Accessories - Motors,Motorcycle Accessories - Motorcycle Parts & Accessories,4,https://www.ebay.co.uk/b/Motorcycle-Accessories/25622/bn_1839254
Motorcycle Parts & Accessories - Motors,Motorcycle Parts - Motorcycle Parts & Accessories,4,https://www.ebay.co.uk/b/Motorcycle-Parts/10063/bn_1838394
Motorcycle Parts & Accessories - Motors,Motorcycle Wheels & Tyres - Motorcycle Parts & Accessories,4,https://www.ebay.co.uk/b/Motorcycle-Wheels-Tyres/180035/bn_1838655
Motorcycle Parts & Accessories - Motors,Other Scooter Parts - Motorcycle Parts & Accessories,4,https://www.ebay.co.uk/b/Other-Scooter-Parts/25640/bn_2314859
Motorcycle Parts & Accessories - Motors,"Quad, ATV & Trike Parts - Motorcycle Parts & Accessories",4,https://www.ebay.co.uk/b/Quad-ATV-Trike-Parts/36628/bn_1841476
Motorcycle Parts & Accessories - Motors,Trials & Motocross Bike Parts - Motorcycle Parts & Accessories,4,https://www.ebay.co.uk/b/Trials-Motocross-Bike-Parts/122304/bn_1838665
Bath - Home & Garden,Bath Accessories - Bath,5,https://www.ebay.co.uk/b/Bath-Accessory-Sets/176990/bn_822077
Bath - Home & Garden,Bath Pillows - Bath,5,https://www.ebay.co.uk/b/Bath-Pillows/66721/bn_1632232
Bath - Home & Garden,Bath Screens - Bath,5,https://www.ebay.co.uk/b/Bath-Screens/147155/bn_1632983
Bath - Home & Garden,Tile Decals - Bath,5,https://www.ebay.co.uk/b/Bathroom-Tile-Decals/77488/bn_1632081
Bath - Home & Garden,Tiles - Bath,5,https://www.ebay.co.uk/b/Floor-Wall-Tiles/45800/bn_9388715
Crafts - Home & Garden,Cardmaking & Scrapbooking - Crafts,5,https://www.ebay.co.uk/b/Scrapbooking-Paper-Craft-Supplies/11788/bn_1839435
Crafts - Home & Garden,Craft Sewing & Fabric - Crafts,5,https://www.ebay.co.uk/b/Sewing-Tools-Supplies/160737/bn_1842079
Crafts - Home & Garden,Crochet & Knitting - Crafts,5,https://www.ebay.co.uk/b/Crocheting-Knitting/3094/bn_1839237
DIY & Home Improvement - Home & Garden,Adhesive & Glue - DIY & Home Improvement,5,https://www.ebay.co.uk/b/DIY-Adhesives-Glue/131625/bn_2315074
DIY & Home Improvement - Home & Garden,Bricks & Stone - DIY & Home Improvement,5,https://www.ebay.co.uk/b/Bricks-Stone-in-DIY/112569/bn_2314385
DIY & Home Improvement - Home & Garden,Building Plans & Blueprints - DIY & Home Improvement,5,https://www.ebay.co.uk/b/Building-Plans-Blueprints/42130/bn_7204753
DIY & Home Improvement - Home & Garden,Cabinets & Cabinet Hardware - DIY & Home Improvement,5,https://www.ebay.co.uk/b/Cabinets-Cabinet-Hardware/41971/bn_7204943
DIY & Home Improvement - Home & Garden,Cabinets / Cupboards - DIY & Home Improvement,5,https://www.ebay.co.uk/b/Cabinets-Cupboards/20487/bn_1632732
DIY & Home Improvement - Home & Garden,Door & Door Accessories - DIY & Home Improvement,5,https://www.ebay.co.uk/b/DIY-Doors-Door-Accessories/41976/bn_2316649
DIY & Home Improvement - Home & Garden,Flooring & Tiles - DIY & Home Improvement,5,https://www.ebay.co.uk/b/Flooring-Tiles-in-DIY/180983/bn_7204891
DIY & Home Improvement - Home & Garden,Garage Doors & Openers - DIY & Home Improvement,5,https://www.ebay.co.uk/b/Garage-Doors-Openers/180972/bn_7204464
DIY & Home Improvement - Home & Garden,Ladders - DIY & Home Improvement,5,https://www.ebay.co.uk/b/Ladders/112567/bn_2314383
DIY & Home Improvement - Home & Garden,"Nails, Fixings & Washers - DIY & Home Improvement",5,https://www.ebay.co.uk/b/Other-Industrial-Fasteners-Hardware/42905/bn_2316692
DIY & Home Improvement - Home & Garden,Paint & Varnish - DIY & Home Improvement,5,https://www.ebay.co.uk/b/DIY-Paint-Varnishes/180979/bn_7204538
Furniture & Homeware - Home & Garden,Benches - Furniture & Homeware,5,https://www.ebay.co.uk/b/Benches/103431/bn_1633476
Furniture & Homeware - Home & Garden,Bookcases & Shelving - Furniture & Homeware,5,https://www.ebay.co.uk/b/Bookcases-Shelving-Storage/3199/bn_1632420
Furniture & Homeware - Home & Garden,Cabinets & Cupboards - Furniture & Homeware,5,https://www.ebay.co.uk/b/Cabinets-Cupboards/20487/bn_1632732
Furniture & Homeware - Home & Garden,Chairs - Furniture & Homeware,5,https://www.ebay.co.uk/b/Chairs/54235/bn_1623869
Furniture & Homeware - Home & Garden,Chest of Drawers - Furniture & Homeware,5,https://www.ebay.co.uk/b/Chests-of-Drawers/114397/bn_1631595
Furniture & Homeware - Home & Garden,Desks & Computer Furniture - Furniture & Homeware,5,https://www.ebay.co.uk/b/Desks-and-Computer-Furniture/88057/bn_1633355
Furniture & Homeware - Home & Garden,Dressing Tables - Furniture & Homeware,5,https://www.ebay.co.uk/b/Dressing-Tables/32878/bn_1632191
Furniture & Homeware - Home & Garden,Kitchen Islands & Carts - Furniture & Homeware,5,https://www.ebay.co.uk/b/Kitchen-Islands-Kitchen-Carts/115753/bn_1636141
Furniture & Homeware - Home & Garden,Other Furniture - Furniture & Homeware,5,https://www.ebay.co.uk/b/Other-Furniture/175752/bn_1630235
Furniture & Homeware - Home & Garden,Ottomans & Footstools - Furniture & Homeware,5,https://www.ebay.co.uk/b/Ottomans-Footstools/20490/bn_1632082
Furniture & Homeware - Home & Garden,"Sideboards, Buffets & Trolleys - Furniture & Homeware",5,https://www.ebay.co.uk/b/Sideboards-Buffets/183322/bn_1528345
Furniture & Homeware - Home & Garden,"Sofas, Armchairs & Suites - Furniture & Homeware",5,https://www.ebay.co.uk/b/Sofas-Armchairs-Suites/38208/bn_1633911
Furniture & Homeware - Home & Garden,Table & Chair Sets - Furniture & Homeware,5,https://www.ebay.co.uk/b/Table-Chair-Sets/107578/bn_1633107
Furniture & Homeware - Home & Garden,Tables - Furniture & Homeware,5,http://www.ebay.co.uk/rpp/kitchen-dining
Furniture & Homeware - Home & Garden,Wardrobes - Furniture & Homeware,5,https://www.ebay.co.uk/b/Wardrobes/103430/bn_1633588
Garden - Home & Garden,Barbecue & Outdoor Heating - Garden,5,https://www.ebay.co.uk/b/Barbecuing-Outdoor-Heating-Equipment/149242/bn_1842052
Garden - Home & Garden,Fencing - Garden,5,https://www.ebay.co.uk/b/Garden-Patio-Fencing-Supplies/177032/bn_1841733
Garden - Home & Garden,Fertiliser / Soil Improvement - Garden,5,https://www.ebay.co.uk/b/Other-Plant-Care-Supplies-Accessories/25876/bn_7204914
Garden - Home & Garden,Garden & Patio Furniture - Garden,5,https://www.ebay.co.uk/b/Garden-Patio-Furniture/25863/bn_1838227
Garden - Home & Garden,Garden Clothing & Gear - Garden,5,https://www.ebay.co.uk/b/Garden-Clothing-Protective-Equipment/159473/bn_7204988
Garden - Home & Garden,Garden Lighting - Garden,5,https://www.ebay.co.uk/b/Garden-Lighting/42154/bn_1841468
Garden - Home & Garden,Lawnmowers - Garden,5,https://www.ebay.co.uk/b/Lawn-Mowers-Parts-Accessories/43560/bn_1841782
Garden - Home & Garden,Paving & Decking - Garden,5,https://www.ebay.co.uk/b/Paving-Decking-Supplies/118858/bn_7204785
Garden - Home & Garden,Watering Equipment - Garden,5,https://www.ebay.co.uk/b/Garden-Watering-Equipment/29521/bn_2316268
Garden - Home & Garden,Weed/Pest Control - Garden,5,https://www.ebay.co.uk/b/Weed-Pest-Control-Supplies/181034/bn_7204497
Kitchen & Dining - Home & Garden,Table and Chair Sets - Kitchen & Dining,5,https://www.ebay.co.uk/b/Table-Chair-Sets/107578/bn_1633107
More in Home & Garden,Conservatories - More in Home & Garden,5,https://www.ebay.co.uk/b/Home-Conservatories/109072/bn_1841487
"Computers, Tablets & Networks - Electronics","Enterprise Networking & Servers - Computers, Tablets & Networks",5,https://www.ebay.co.uk/b/Enterprise-Networking-Servers/175698/bn_1264554
"Computers, Tablets & Networks - Electronics","Software - Computers, Tablets & Networks",5,https://www.ebay.co.uk/b/Computer-Software/18793/bn_776098
Antiques - Collectibles & Art,Antique Clocks - Antiques,5,https://www.ebay.co.uk/b/Antique-Clocks/13851/bn_1841106
Antiques - Collectibles & Art,Antique Furniture - Antiques,5,https://www.ebay.co.uk/b/Antique-Furniture/20091/bn_1841457
Antiques - Collectibles & Art,Antiquities - Antiques,5,https://www.ebay.co.uk/b/Antiquities/37903/bn_1839039
Antiques - Collectibles & Art,Architectual Antiques - Antiques,5,https://www.ebay.co.uk/b/Architectural-Antiques/4707/bn_1839433
Antiques - Collectibles & Art,Asian Antiques - Antiques,5,https://www.ebay.co.uk/b/Asian-Antiques/20082/bn_1839661
Antiques - Collectibles & Art,Carpets & Rugs - Antiques,5,https://www.ebay.co.uk/b/Antique-Carpets-Rugs/37978/bn_1841478
Antiques - Collectibles & Art,Decroative Arts - Antiques,5,https://www.ebay.co.uk/b/Antique-Decorative-Arts/1208/bn_1841489
Antiques - Collectibles & Art,Ethnographic Antiques - Antiques,5,https://www.ebay.co.uk/b/Ethnographic-Antiques/2207/bn_1841753
Antiques - Collectibles & Art,Fabrics & Textiles - Antiques,5,https://www.ebay.co.uk/b/Antique-Fabrics-Textiles/181677/bn_1841082
Antiques - Collectibles & Art,Incunabula - Antiques,5,https://www.ebay.co.uk/b/Incunabula/22422/bn_16568780
Antiques - Collectibles & Art,Manuscripts - Antiques,5,https://www.ebay.co.uk/b/Antique-Manuscripts/23048/bn_1841493
Antiques - Collectibles & Art,Maps - Antiques,5,https://www.ebay.co.uk/b/Antique-Maps/37958/bn_1838635
Antiques - Collectibles & Art,Marine & Maritime - Antiques,5,https://www.ebay.co.uk/b/Marine-Maritime-Antiques/66638/bn_1841495
Antiques - Collectibles & Art,Metalware - Antiques,5,https://www.ebay.co.uk/b/Antique-Metalware/1211/bn_1839404
Antiques - Collectibles & Art,Musical Instruments - Antiques,5,https://www.ebay.co.uk/b/Antique-Musical-Instruments/181726/bn_16566885
Antiques - Collectibles & Art,Other Antiques - Antiques,5,https://www.ebay.co.uk/b/Other-Antiques/12/bn_1838973
Antiques - Collectibles & Art,Period Style - Antiques,5,https://www.ebay.co.uk/b/Period-Style-Antiques/100927/bn_1839891
Antiques - Collectibles & Art,Reproduction Antiques - Antiques,5,https://www.ebay.co.uk/b/Reproduction-Antiques/22608/bn_1839314
Antiques - Collectibles & Art,Science & Medicine - Antiques,5,https://www.ebay.co.uk/b/Science-Medicine-Antiques/20094/bn_1841454
Antiques - Collectibles & Art,Silver - Antiques,5,https://www.ebay.co.uk/b/Antique-Silver/20096/bn_1842023
Antiques - Collectibles & Art,Woodenware - Antiques,5,https://www.ebay.co.uk/b/Antique-Woodenware/37941/bn_1839303
Coins - Collectibles & Art,Ancient Coins - Coins,5,https://www.ebay.co.uk/b/Ancient-Coins/4733/bn_2316815
Coins - Collectibles & Art,Banknotes - Coins,5,https://www.ebay.co.uk/b/Banknotes/58507/bn_1842044
Coins - Collectibles & Art,British Coins - Coins,5,https://www.ebay.co.uk/b/British-Coins/3394/bn_2316392
Coins - Collectibles & Art,Bullion and Bars - Coins,5,https://www.ebay.co.uk/b/Bullions-and-Bars/39482/bn_1629339
Coins - Collectibles & Art,Coins - Coins,5,http://www.ebay.co.uk/rpp/coins
Coins - Collectibles & Art,Exonumia - Coins,5,http://www.ebay.co.uk/rpp/coins
Coins - Collectibles & Art,Historical Medals and Medallions - Coins,5,https://www.ebay.co.uk/b/Historical-Medals-Medallions/72378/bn_1841470
Coins - Collectibles & Art,Share Certificates and Bonds - Coins,5,https://www.ebay.co.uk/b/Share-Certificates-Bonds/72381/bn_1841739
Coins - Collectibles & Art,Tokens - Coins,5,https://www.ebay.co.uk/b/Token-Coins/58534/bn_1840064
Coins - Collectibles & Art,US Coins - Coins,5,https://www.ebay.co.uk/b/US-Coins/253/bn_2316142
Coins - Collectibles & Art,Virtual Currency - Coins,5,https://www.ebay.co.uk/b/Virtual-Currency-Miners-Contracts/179197/bn_1630843
Coins - Collectibles & Art,World Banknotes - Coins,5,https://www.ebay.co.uk/b/World-Banknotes/3411/bn_2316401
Coins - Collectibles & Art,World Coins - Coins,5,https://www.ebay.co.uk/b/World-Coins/256/bn_2316161
Motorcycles & Scooters - Motors,More Motorcyles & Scooters - Motorcycles & Scooters,5,https://www.ebay.co.uk/b/Motorcycles-Scooters/422/bn_1839144
Motorcycles & Scooters - Motors,Motorcross - Motorcycles & Scooters,5,https://www.ebay.co.uk/sch/Motorcycles-Scooters/422/bn_1839144/i.html?_nkw=motorcross+off+road
Motorcycles & Scooters - Motors,Scooter - Motorcycles & Scooters,5,https://www.ebay.co.uk/sch/Motorcycles-Scooters/422/bn_1839144/i.html?_nkw=scooter
Motorcycles & Scooters - Motors,Sports Touring - Motorcycles & Scooters,5,https://www.ebay.co.uk/sch/Motorcycles-Scooters/422/bn_1839144/i.html?_nkw=sports+touring
Motorcycles & Scooters - Motors,Super Sport - Motorcycles & Scooters,5,https://www.ebay.co.uk/sch/Motorcycles-Scooters/422/bn_1839144/i.html?_nkw=super+sport
Motorcycles & Scooters - Motors,Tourer - Motorcycles & Scooters,5,https://www.ebay.co.uk/sch/Motorcycles-Scooters/422/bn_1839144/i.html?_nkw=tourer
Motorcycles & Scooters - Motors,Trike - Motorcycles & Scooters,5,https://www.ebay.co.uk/sch/Motorcycles-Scooters/422/bn_1839144/i.html?_nkw=trike
Vehicle Parts & Accessories - Motors,Car Engines & Engine Parts - Vehicle Parts & Accessories,5,https://www.ebay.co.uk/sch/61300/i.html?_fsrp=1
Vehicle Parts & Accessories - Motors,Car External Lights & Indicators - Vehicle Parts & Accessories,5,https://www.ebay.co.uk/sch/174059/i.html?_fsrp=1
"Business, Office & Industrial - Other Categories","Agriculture / Farming - Business, Office & Industrial",5,https://www.ebay.co.uk/b/Farm-Implements-Equipment/11752/bn_2314535
"Business, Office & Industrial - Other Categories","Automation, Motors & Drives - Business, Office & Industrial",5,https://www.ebay.co.uk/b/Automation-Motors-Drives/42892/bn_16567006
"Business, Office & Industrial - Other Categories","Building Materials & Supplies - Business, Office & Industrial",5,https://www.ebay.co.uk/b/Building-Materials-Supplies/41498/bn_1838781
"Business, Office & Industrial - Other Categories","Businesses For Sale - Business, Office & Industrial",5,https://www.ebay.co.uk/b/Businesses-for-Sale/11759/bn_1841792
"Business, Office & Industrial - Other Categories","Containers & Pre-Fab Buildings - Business, Office & Industrial",5,https://www.ebay.co.uk/b/Containers-Pre-Fabricated-Buildings/148462/bn_1839663
